entry_date,exit_date,days_held,entry_perp,entry_prompt,exit_perp,exit_prompt,basis_pnl,funding_pnl,fees,total_pnl
2023-10-24,2023-12-02,40,33917.0,34299.9,39435.0,39773.5,31.106355846241286,131.38589999999402,16.0,146.4922558462353
2023-12-10,2024-01-04,26,43810.0,44075.8,44143.8,45786.1,-311.84341506243084,170.05829999997604,16.0,-157.7851150624548
2024-02-18,2024-02-24,7,52175.9,52922.2,51602.1,52241.5,18.648625632976774,27.752699999991,16.0,30.40132563296777
2024-02-26,2024-03-15,19,54511.6,55310.6,69552.2,70256.1,57.05173192242046,258.394799999979,16.0,299.44653192239946
2024-05-01,2024-06-22,53,58307.6,59073.8,64240.0,66219.3,-192.15699411964454,127.25159999998701,16.0,-80.90539411965753
2024-09-03,2024-09-07,5,57451.9,57685.1,54134.9,54335.8,3.2653386969330995,1.9565999999999995,16.0,-10.7780613030669
2024-11-11,2024-11-21,11,88728.9,90474.4,98366.8,99962.2,37.546476456310074,56.155799999991,16.0,77.70227645630106
2024-12-05,2024-12-06,2,97001.5,98217.3,99802.5,101031.0,2.281395320068782,18.176399999997,16.0,4.457795320065781
2025-02-18,2025-03-01,12,95622.0,96274.5,86007.7,86521.3,7.613073343841279,16.794500000000003,16.0,8.407573343841282
